0,Hateful Tweet ID,Reply Tweet ID,Q1,Q2,Q3,Q4
192,1107042648026742787,1107082699498549248,1,0,1,
193,1107042648026742787,1107093417459417089,1,0,1,
194,1107042648026742787,1107165882642583552,1,0,1,
195,1107042648026742787,1107303982211444737,1,0,1,
196,1107042648026742787,1107325014733291520,1,0,1,
197,1107042648026742787,1107713589475987458,1,1,1,
198,1107042648026742787,1107042823709315072,0,,,0
199,1107042648026742787,1107042906404200448,0,,,0
200,1107042648026742787,1107043118040399872,0,,,0
201,1107042648026742787,1107043523541585920,0,,,0
202,1107042648026742787,1107043754421223425,0,,,0
203,1107042648026742787,1107045934972715008,0,,,0
204,1107042648026742787,1107046741029851136,0,,,0
205,1107042648026742787,1107046744154611713,0,,,0
206,1107042648026742787,1107046793202814976,0,,,1
207,1107042648026742787,1107052454917652481,0,,,0
208,1107042648026742787,1107053530341404672,0,,,0
209,1107042648026742787,1107059528250675210,0,,,0
210,1107042648026742787,1107044836652314626,0,,,0
211,1107042648026742787,1107069413365145602,0,,,0
212,1107042648026742787,1107098541275729921,0,,,1
213,1107042648026742787,1107107405593276416,0,,,0
214,1107042648026742787,1107116124041371650,0,,,0
215,1107042648026742787,1107126695469989891,0,,,0
216,1107042648026742787,1107131258373468160,0,,,0
217,1107042648026742787,1107132838225301505,0,,,0
218,1107042648026742787,1107134418345488384,0,,,0
219,1107042648026742787,1107153703348436992,0,,,0
220,1107042648026742787,1107162220016926721,0,,,0
221,1107042648026742787,1107163089659674624,0,,,0
222,1107042648026742787,1107171438769913856,0,,,0
223,1107042648026742787,1107233489521393664,0,,,0
224,1107042648026742787,1107301206609874944,0,,,0
225,1107042648026742787,1107309339927347201,0,,,1
226,1107042648026742787,1107310158894559233,0,,,0
227,1107042648026742787,1107330427637911552,0,,,0
228,1107042648026742787,1107369491040735232,0,,,0
229,1107042648026742787,1107418666361077760,0,,,0
230,1107042648026742787,1107504059488059392,0,,,0
231,1107042648026742787,1107674142751375360,0,,,1
232,1107042648026742787,1108179781831614464,0,,,0
233,1107042648026742787,1107042957998342144,0,,,1
234,1107042648026742787,1107043387587342337,0,,,1
235,1107042648026742787,1107047008894738432,0,,,1
236,1107042648026742787,1107050337842708480,0,,,1
237,1107042648026742787,1107062212290596864,0,,,1
238,1107042648026742787,1107110616425267201,0,,,1
239,1107042648026742787,1107123560856932353,0,,,1
240,1107042648026742787,1107178940274233344,0,,,1
241,1151784961168592897,1151794321294839808,0,,,0
242,1151784961168592897,1151795467631702018,0,,,1
243,1151784961168592897,1151795856095555585,0,,,0
244,1151784961168592897,1151800650499612673,0,,,0
245,1151784961168592897,1151805804187721729,0,,,0
246,1151784961168592897,1151831955253682177,0,,,0
247,1151784961168592897,1151969431175737344,0,,,0
248,1151784961168592897,1151846272258707456,0,,,1
249,1155587443602706432,1155588643819610112,1,0,1,
250,1155587443602706432,1155601814080950275,0,,,0
251,1155587443602706432,1155637613526581248,0,,,0
252,1155587443602706432,1155657723335380992,0,,,0
253,1155587443602706432,1155841500930084865,0,,,0
254,1158815011176878080,1158833518853742592,1,0,0,
255,1158815011176878080,1158815149605740545,0,,,0
256,1158815011176878080,1158815193423630336,0,,,1
257,1158815011176878080,1158815234913656836,0,,,1
258,1158815011176878080,1158815254614335489,0,,,0
259,1158815011176878080,1158815297220042753,0,,,0
260,1158815011176878080,1158815859655270406,0,,,0
261,1158815011176878080,1158817413552640002,0,,,0
262,1158815011176878080,1158819351014846465,0,,,0
263,1158815011176878080,1158819596796907522,0,,,0
264,1158815011176878080,1158821124186279936,0,,,0
265,1158815011176878080,1158821289664090113,0,,,0
266,1158815011176878080,1158833590601494528,0,,,0
267,1158815011176878080,1158848019254730757,0,,,1
268,1158815011176878080,1158858890160664576,0,,,0
269,1158815011176878080,1158871536717246464,0,,,1
270,1158815011176878080,1158875300522070016,0,,,0
271,1158815011176878080,1158887252237475840,0,,,0
272,1158815011176878080,1158902794117636096,0,,,0
273,1158815011176878080,1159070703162941440,0,,,0
274,1158815011176878080,1163513746414661637,0,,,0
275,1167992627809202176,1167992827369967616,0,,,0
276,1167992627809202176,1168000627126894596,0,,,0
277,1167992627809202176,1168016076875026432,0,,,0
278,1167992627809202176,1168109248758370304,0,,,0
279,1167992627809202176,1168208724273573889,0,,,0
280,1167992627809202176,1168210934055276544,0,,,0
281,1167992627809202176,1168288329445662720,0,,,0
282,1167992627809202176,1168516782816202752,0,,,0
283,1167992627809202176,1168332822261706760,0,,,1
284,1167992627809202176,1168440603253907456,0,,,1
285,1167992627809202176,1168501424805818368,0,,,1
286,1170105262881026049,1170116427598028805,0,,,0
287,1170105262881026049,1170121456061014016,0,,,0
288,1170105262881026049,1170136858946416642,0,,,0
289,1170105262881026049,1170169496960679937,0,,,0
290,1176938175475933187,1176974477772673026,1,0,0,
291,1176938175475933187,1176976681380339716,1,0,1,
292,1176938175475933187,1176938969092775938,0,,,0
293,1176938175475933187,1176938973790384128,0,,,0
294,1176938175475933187,1176946071433633794,0,,,1
295,1176938175475933187,1177383966095097859,0,,,1
296,1179886353431060482,1179886746261057536,1,1,0,
297,1179886353431060482,1179887881629978624,1,0,0,
298,1179886353431060482,1179891277149753344,1,0,0,
299,1179886353431060482,1179892560074088449,1,0,0,
300,1179886353431060482,1179898856865222657,1,0,1,
301,1179886353431060482,1179900848941330433,1,0,0,
302,1179886353431060482,1179886660059910146,1,0,1,
303,1179886353431060482,1179889471216586753,1,0,0,
304,1179886353431060482,1179893312628625410,1,1,1,
305,1179886353431060482,1179973667628957698,1,0,0,
306,1179886353431060482,1180016512603701248,1,0,0,
307,1179886353431060482,1180101289566461952,1,0,1,
308,1179886353431060482,1180207235051507715,1,1,0,
309,1179886353431060482,1180216966705029121,1,0,0,
310,1179886353431060482,1179886688405000194,0,,,0
311,1179886353431060482,1179886762971353089,0,,,0
312,1179886353431060482,1179887142539010048,0,,,0
313,1179886353431060482,1179888917904023552,0,,,0
314,1179886353431060482,1179890086126784512,0,,,0
315,1179886353431060482,1179890479531474945,0,,,0
316,1179886353431060482,1179892620534931456,0,,,0
317,1179886353431060482,1179894042445799426,0,,,0
318,1179886353431060482,1179901203691528198,0,,,0
319,1179886353431060482,1179886569022377984,0,,,1
320,1179886353431060482,1179886854490992640,0,,,1
321,1179886353431060482,1179888744708661248,0,,,0
322,1179886353431060482,1179898478501285890,0,,,0
323,1179886353431060482,1179901591517827077,0,,,0
324,1179886353431060482,1179907267933691905,0,,,0
325,1179886353431060482,1179911161883643905,0,,,1
326,1179886353431060482,1179915445736005633,0,,,0
327,1179886353431060482,1179922349707141121,0,,,1
328,1179886353431060482,1179931455297933312,0,,,0
329,1179886353431060482,1179956450698973185,0,,,0
330,1179886353431060482,1179959698172174341,0,,,0
331,1179886353431060482,1179993805086449665,0,,,0
332,1179886353431060482,1180656006986162176,0,,,0
333,1181039027664949249,1182844908408922113,1,1,0,
334,1181039027664949249,1181068776734937088,0,,,0
335,1181039027664949249,1181039598841061376,0,,,1
336,1181039027664949249,1181387478793478144,0,,,0
337,1181039027664949249,1181413129814568960,0,,,0
338,1181974940486004736,1181999852147765248,1,0,0,
339,1181974940486004736,1181980488916971521,0,,,0
340,1181974940486004736,1181983055919161351,0,,,0
341,1194388800849342464,1194424017219809281,1,0,1,
342,1194388800849342464,1194413490469056513,0,,,0
343,1194388800849342464,1194724613076520961,0,,,0
344,1194388800849342464,1194728668653686784,0,,,1
345,1195091441724403718,1195091817772904448,1,1,0,
346,1195091441724403718,1195137396729208832,1,1,0,
347,1195091441724403718,1195150126664339456,1,0,0,
348,1195091441724403718,1195286605101182976,1,1,0,
349,1207372975671918592,1207373325757898752,1,0,0,
350,1207372975671918592,1207373428568788992,1,0,0,
351,1207372975671918592,1207428463604330496,1,0,0,
352,1207372975671918592,1207373276852506625,0,,,1
353,1207372975671918592,1207373984716775424,0,,,0
354,1207372975671918592,1207374822809976834,0,,,1
355,1207372975671918592,1207375562907369472,0,,,0
356,1207372975671918592,1207390854798827522,0,,,0
357,1207372975671918592,1207396844738793472,0,,,0
358,1207372975671918592,1207467703235072000,0,,,0
359,1207372975671918592,1207666846415110146,0,,,0
360,1210758556166656002,1210759384462049280,0,,,0
361,1210758556166656002,1210759475826577411,0,,,0
362,1210758556166656002,1210759648799674373,0,,,0
363,1210758556166656002,1210761023969357829,0,,,0
364,1210758556166656002,1210775888641445892,0,,,1
365,1210758556166656002,1210802538968076290,0,,,1
366,1210758556166656002,1210804664792313856,0,,,0
367,1210758556166656002,1210822061049778176,0,,,1
368,1210758556166656002,1210850040593428480,0,,,0
369,1210758556166656002,1210891290390548480,0,,,0
370,1210758556166656002,1210844452014698497,0,,,1
371,1210758556166656002,1210971555737546752,0,,,0
372,1210758556166656002,1211456238317424641,0,,,1
373,1210795068723826688,1210803217480568833,1,1,0,
374,1210795068723826688,1211016436799492096,1,1,0,
375,1210795068723826688,1210795762017193984,0,,,1
376,1210795068723826688,1210795941441069056,0,,,0
377,1210795068723826688,1210797397418242049,0,,,0
378,1210795068723826688,1210824042329935873,0,,,0
379,1210795068723826688,1210824422262632448,0,,,0
380,1210795068723826688,1210893206109507585,0,,,0
381,1210795068723826688,1211026079437197312,0,,,0
382,1212395562168926208,1212396852768911362,1,1,0,
383,1212395562168926208,1212396915003985920,1,0,1,
384,1212395562168926208,1212396459531931648,1,0,0,
385,1212395562168926208,1212400510168444929,1,1,0,
386,1212395562168926208,1212402475589947392,1,1,1,
387,1212395562168926208,1212545571585744897,1,1,1,
388,1212395562168926208,1212395829950066688,0,,,0
389,1212395562168926208,1212396093075546113,0,,,0
390,1212395562168926208,1212396299070427139,0,,,0
391,1212395562168926208,1212397288318021633,0,,,0
392,1212395562168926208,1212397771224952832,0,,,1
393,1212395562168926208,1212400232102793216,0,,,1
394,1212395562168926208,1212403200919105537,0,,,0
395,1212395562168926208,1212395942462283776,0,,,1
396,1212395562168926208,1212396411595165696,0,,,1
397,1212395562168926208,1212396415156178951,0,,,1
398,1212395562168926208,1212398517068668928,0,,,1
399,1212395562168926208,1212402128616116225,0,,,1
400,1212395562168926208,1212405195172433920,0,,,1
401,1212395562168926208,1212420947535421444,0,,,1
402,1212395562168926208,1212431870861959168,0,,,0
403,1212395562168926208,1212433978029936640,0,,,1
404,1212395562168926208,1212458986211094529,0,,,0
405,1212395562168926208,1212487562188730368,0,,,1
406,1212395562168926208,1212929313328238592,0,,,1
407,1213221179915292672,1213222078943547392,0,,,0
408,1213221179915292672,1213224747833495552,0,,,0
409,1213221179915292672,1213226983322087424,0,,,0
410,1213221179915292672,1213227886074826753,0,,,0
411,1213221179915292672,1213278518403928064,0,,,0
412,1213221179915292672,1213286320220467200,0,,,0
413,1213500761184718848,1213501126273904640,0,,,0
414,1213500761184718848,1213501551030833153,0,,,0
415,1213500761184718848,1213502152116785152,0,,,0
416,1213500761184718848,1213504290297450496,0,,,0
417,1213500761184718848,1213518800596938752,0,,,0
418,1213500761184718848,1213666128511348736,0,,,0
419,1213887330760712198,1213892899378782208,1,1,0,
420,1213887330760712198,1214205774592954373,1,1,0,
421,1213887330760712198,1213930057686630401,0,,,0
422,1213887330760712198,1213887713461592065,0,,,0
423,1213887330760712198,1213888451482980353,0,,,1
424,1213887330760712198,1213984756850941952,0,,,1
425,1213887330760712198,1214028072091049984,0,,,0
426,1213887330760712198,1214057909124042752,0,,,0
427,1213887330760712198,1214068512710385664,0,,,0
428,1213887330760712198,1214103381200949248,0,,,0
429,1216197517697671169,1216198177919029253,1,0,0,
430,1216197517697671169,1216198272878071808,1,0,0,
431,1216197517697671169,1216198923876012032,1,0,0,
432,1216197517697671169,1216260800324616194,1,0,1,
433,1216197517697671169,1216476589988306944,1,0,0,
434,1216197517697671169,1216477515578896384,1,0,0,
435,1216197517697671169,1216197600459808768,0,,,0
436,1216197517697671169,1216197609448189953,0,,,0
437,1216197517697671169,1216197666767433728,0,,,0
438,1216197517697671169,1216197690863837184,0,,,1
439,1216197517697671169,1216474820310917123,0,,,0
440,1216197517697671169,1216477374457569281,0,,,0
441,1216197517697671169,1216204235685224448,0,,,1
442,1216197517697671169,1216852334145347584,0,,,0
443,1217469848361558017,1217601086200143872,1,0,0,
444,1217469848361558017,1217604131063500800,0,,,1
445,1217469848361558017,1217635329693212672,0,,,0
446,1217469848361558017,1217801653719568384,0,,,0
447,1217469848361558017,1218039722435653634,0,,,0
448,1224842039067598848,1224842559786311681,0,,,0
449,1224842039067598848,1224843719272271872,0,,,0
450,1224842039067598848,1224859763185504256,0,,,0
451,1224842039067598848,1224877549148364802,0,,,0
452,1228465395151056901,1228465746126221317,1,0,0,
453,1228465395151056901,1228467639405641728,1,0,1,
454,1228465395151056901,1228623049928380422,1,0,1,
455,1228465395151056901,1228799469250109442,1,0,1,
456,1228465395151056901,1228845407729373186,1,0,1,
457,1228465395151056901,1228477343817228288,1,0,1,
458,1228465395151056901,1228465762194481157,0,,,0
459,1228465395151056901,1228466627995242496,0,,,0
460,1228465395151056901,1228467099800154112,0,,,1
461,1228465395151056901,1228467155500519424,0,,,0
462,1228465395151056901,1228471053887983617,0,,,0
463,1228465395151056901,1228493110449037312,0,,,0
464,1228465395151056901,1228533515760930816,0,,,0
465,1228465395151056901,1228569344554258437,0,,,0
466,1228465395151056901,1228612410308800512,0,,,0
467,1228465395151056901,1228634608985526272,0,,,0
468,1228465395151056901,1228750524884717570,0,,,0
469,1228465395151056901,1228751282707431425,0,,,0
470,1228465395151056901,1229019418237124608,0,,,0
471,1228465395151056901,1229949881579704321,0,,,0
472,1228465395151056901,1228531615468544000,0,,,1
473,1228465395151056901,1228725810049105920,0,,,1
474,1229604569161691136,1229643273326583808,1,0,1,
475,1229604569161691136,1229816667896594433,1,1,0,
476,1229604569161691136,1229836678245699584,1,0,0,
477,1229604569161691136,1229618656385986562,0,,,1
478,1229604569161691136,1229643064542519296,0,,,0
479,1229604569161691136,1229725897852407810,0,,,1
480,1229604569161691136,1229742268925399041,0,,,1
481,1229604569161691136,1229820611527987200,0,,,0
482,1229604569161691136,1229830278966734849,0,,,1
483,1229604569161691136,1229867162111623168,0,,,0
484,1229604569161691136,1229913530004070403,0,,,0
485,1229604569161691136,1230178651259277312,0,,,0
486,1229604569161691136,1230224813978873857,0,,,1
487,1231514044311334912,1231514746249023488,0,,,0
488,1231514044311334912,1231518611648344065,0,,,0
489,1231514044311334912,1231527825930276864,0,,,0
490,1231514044311334912,1231555421179015168,0,,,0
491,1234207732242276352,1234207988296114179,0,,,0
492,1234207732242276352,1234229953111166977,0,,,0
493,1234207732242276352,1234446753379835904,0,,,0
494,1239993207238230016,1239995903760621568,1,0,0,
495,1239993207238230016,1240006653195563009,1,0,0,
496,1239993207238230016,1240135898039230464,1,0,0,
497,1239993207238230016,1240000319607562242,0,,,0
498,1239993207238230016,1240003724375924745,0,,,0
499,1239993207238230016,1240004429467848705,0,,,0
500,1239993207238230016,1240018252459388929,0,,,0
501,1239993207238230016,1240024069174681600,0,,,0
502,1239993207238230016,1240043348305408001,0,,,0
503,1239993207238230016,1240096246053900294,0,,,0
504,1239993207238230016,1240265359699185671,0,,,0
505,1244984084960600070,1245459166870700033,1,0,0,
506,1244984084960600070,1245425839820419072,0,,,1
507,1244984084960600070,1245489925375643649,0,,,0
508,1244984084960600070,1245538548117155842,0,,,1
509,1244984084960600070,1245588408858075138,0,,,0
510,1244984084960600070,1245597647844433927,0,,,1
511,1244984084960600070,1245628517540196352,0,,,0
512,1249801402144018432,1249805863637979137,0,,,0
513,1249801402144018432,1249816773588852737,0,,,0
514,1249801402144018432,1249837952622039041,0,,,0
515,1249801402144018432,1249916245597499394,0,,,0
516,1252998270022025216,1253004211173941253,0,,,0
517,1252998270022025216,1253007808280383489,0,,,0
518,1252998270022025216,1253008911449423872,0,,,0
519,1252998270022025216,1253014836029657090,0,,,0
520,1253309238585159680,1253309588688035840,0,,,0
521,1253309238585159680,1253309723702689793,0,,,0
522,1253309238585159680,1254260382492790785,0,,,1
523,1253309238585159680,1254499851452272645,0,,,0
524,1253829005339287553,1253908004300181506,1,0,1,
525,1253829005339287553,1253829114319958016,0,,,0
526,1253829005339287553,1253829237817126912,0,,,0
527,1253829005339287553,1253829580839886849,0,,,0
528,1253829005339287553,1253831331856826368,0,,,0
529,1253829005339287553,1253849461995958273,0,,,0
530,1253829005339287553,1254367144038543360,0,,,0
531,1253829005339287553,1254568061023195136,0,,,0
532,1256419304519557123,1256420273508831232,1,1,0,
533,1256419304519557123,1256425879367868417,1,1,0,
534,1256419304519557123,1256446801365864450,1,1,1,
535,1256419304519557123,1256457032325980160,1,1,0,
536,1256419304519557123,1256534056633864193,1,1,0,
537,1256419304519557123,1256989336907796481,1,1,0,
538,1256419304519557123,1256421463990644738,0,,,1
539,1256419304519557123,1256430198217756679,0,,,1
540,1256419304519557123,1256497002558287872,0,,,0
541,1256419304519557123,1256556341616926720,0,,,1
542,1256419304519557123,1256567019354370048,0,,,1
543,1256419304519557123,1256582756643061760,0,,,1
544,1256419304519557123,1256582820920725504,0,,,0
545,1256419304519557123,1256594979515924485,0,,,0
546,1256419304519557123,1256628779490910208,0,,,1
547,1256419304519557123,1256988838234390528,0,,,1
548,1258061056552906752,1258062204747776001,0,,,1
549,1258061056552906752,1258083258933424128,0,,,1
550,1258061056552906752,1258262138969157632,0,,,1
551,1260517246297915392,1260519308867895297,0,,,1
552,1260517246297915392,1260519504842559489,0,,,0
553,1260517246297915392,1260519621146411013,0,,,0
554,1260517246297915392,1260521601789034496,0,,,1
555,1260517246297915392,1260521805124702209,0,,,1
556,1260517246297915392,1260523743606177798,0,,,0
557,1260517246297915392,1260524246670946305,0,,,0
558,1260517246297915392,1260518150317182976,0,,,1
559,1260517246297915392,1260519710866563074,0,,,1
560,1260517246297915392,1260523766599254016,0,,,0
561,1260517246297915392,1260526709390147584,0,,,0
562,1260517246297915392,1260533368887836673,0,,,0
563,1260517246297915392,1260534247862996996,0,,,0
564,1260517246297915392,1260536391966101504,0,,,0
565,1260517246297915392,1260542249399656448,0,,,0
566,1260517246297915392,1260552598215634944,0,,,0
567,1260517246297915392,1260563663603339264,0,,,0
568,1260517246297915392,1260572681730166784,0,,,1
569,1260517246297915392,1260587076992589830,0,,,0
570,1260517246297915392,1260629990963642375,0,,,0
571,1260517246297915392,1260651231996833792,0,,,1
572,1260517246297915392,1260804254006214657,0,,,0
573,1260517246297915392,1260856479747358721,0,,,0
574,1267752969681993729,1267753232035713029,0,,,0
